0;4;-3;7;-228;4046;39;
1;4;-3;7;-228;4046;39;
2;5;-4;6;-225;4033;39;
3;5;-4;6;-225;4033;39;
4;3;-3;6;-219;4043;37;
5;3;-3;7;-220;4045;44;
6;3;-3;7;-220;4045;44;
7;4;-3;7;-225;4042;45;
8;4;-3;7;-225;4042;45;
9;4;-3;7;-231;4039;38;
10;4;-3;7;-231;4039;38;
11;4;-3;7;-224;4044;37;
12;4;-3;7;-224;4044;37;
13;3;-3;6;-222;4039;36;
14;3;-3;6;-222;4039;36;
15;3;-3;6;-221;4042;43;
16;3;-3;6;-221;4042;43;
17;3;-3;5;-223;4038;37;
18;3;-3;5;-223;4038;37;
19;2;-3;5;-221;4038;39;
20;2;-3;5;-221;4038;39;
21;3;-3;6;-222;4040;39;
22;3;-3;6;-222;4040;39;
23;4;-3;7;-222;4037;36;
24;4;-3;7;-222;4037;36;
25;3;-4;7;-226;4039;39;
26;3;-4;7;-226;4039;39;
27;3;-4;6;-225;4044;40;
28;3;-4;6;-225;4044;40;
29;4;-4;6;-225;4041;35;
30;4;-4;6;-225;4041;35;
31;2;-3;6;-220;4041;42;
32;2;-3;6;-220;4041;42;
33;3;-3;6;-225;4041;45;
34;3;-3;6;-225;4041;45;
35;3;-4;6;-222;4039;42;
36;3;-4;6;-222;4039;42;
37;4;-3;7;-219;4037;36;
38;4;-3;7;-219;4037;36;
39;3;-3;7;-220;4039;37;
40;3;-3;7;-220;4039;37;
41;2;-3;7;-225;4038;39;
42;2;-3;7;-225;4038;39;
43;3;-3;6;-223;4040;43;
44;3;-3;6;-223;4040;43;
45;3;-2;6;-224;4039;43;
46;3;-2;6;-224;4039;43;
47;3;-4;7;-223;4036;40;
48;3;-4;7;-223;4036;40;
49;3;-4;6;-220;4039;31;
50;3;-4;6;-220;4039;31;
51;3;-3;7;-220;4036;39;
52;3;-3;7;-220;4036;39;
53;4;-3;7;-219;4038;41;
54;4;-3;7;-219;4038;41;
55;4;-4;7;-219;4039;36;
56;4;-4;7;-219;4039;36;
57;3;-3;8;-225;4044;46;
58;3;-3;8;-225;4044;46;
59;2;-4;7;-228;4041;41;
60;2;-4;7;-228;4041;41;
61;3;-4;6;-222;4033;35;
62;3;-4;6;-222;4033;35;
63;4;-3;6;-220;4043;30;
64;4;-3;6;-220;4043;30;
65;4;-3;6;-220;4041;43;
66;4;-3;6;-220;4041;43;
67;3;-4;6;-223;4038;44;
68;3;-4;6;-223;4038;44;
69;2;-4;6;-224;4034;35;
70;2;-4;6;-224;4034;35;
71;3;-4;6;-223;4037;37;
72;4;-4;6;-220;4039;42;
73;4;-4;6;-220;4039;42;
74;4;-4;7;-222;4037;45;
75;4;-4;7;-222;4037;45;
76;2;-3;7;-224;4042;40;
77;2;-3;7;-224;4042;40;
78;2;-3;7;-218;4044;39;
79;2;-3;7;-218;4044;39;
80;3;-4;7;-215;4049;47;
81;3;-4;7;-215;4049;47;
82;3;-4;7;-223;4039;50;
83;3;-4;7;-223;4039;50;
84;3;-3;6;-215;4042;48;
85;3;-3;6;-215;4042;48;
86;4;-4;6;-218;4044;38;
87;4;-4;6;-218;4044;38;
88;4;-4;8;-223;4042;39;
89;4;-4;8;-223;4042;39;
90;3;-3;6;-219;4044;40;
91;3;-3;6;-219;4044;40;
92;3;-3;6;-219;4044;37;
93;3;-3;6;-219;4044;37;
94;3;-2;6;-218;4039;40;
95;3;-2;6;-218;4039;40;
96;3;-3;6;-221;4041;47;
97;3;-3;6;-221;4041;47;
98;3;-3;6;-220;4045;45;
99;3;-3;6;-220;4045;45;
100;3;-4;7;-219;4040;36;
101;3;-4;7;-219;4040;36;
102;4;-4;7;-218;4041;38;
103;4;-4;7;-218;4041;38;
104;4;-4;7;-219;4043;38;
105;4;-4;7;-219;4043;38;
106;4;-4;7;-225;4043;35;
107;4;-4;7;-225;4043;35;
108;3;-3;7;-222;4044;50;
109;3;-3;7;-222;4044;50;
110;3;-3;7;-221;4042;44;
111;3;-3;7;-221;4042;44;
112;2;-3;6;-219;4042;37;
113;2;-3;6;-219;4042;37;
114;2;-3;7;-218;4034;38;
115;2;-3;7;-218;4034;38;
116;2;-4;7;-219;4043;40;
117;2;-4;7;-219;4043;40;
118;3;-4;7;-218;4043;37;
119;3;-4;7;-218;4043;37;
120;3;-3;7;-215;4039;36;
121;3;-3;7;-215;4039;36;
122;3;-4;7;-221;4038;39;
123;3;-4;7;-221;4038;39;
124;3;-4;6;-221;4039;44;
125;3;-4;6;-221;4039;44;
126;4;-3;6;-223;4042;40;
127;4;-3;6;-223;4042;40;
128;4;-4;6;-216;4042;42;
129;4;-4;6;-216;4042;42;
130;3;-4;7;-214;4040;42;
131;3;-4;7;-214;4040;42;
132;3;-4;5;-221;4042;40;
133;3;-4;5;-221;4042;40;
134;2;-3;7;-222;4040;36;
135;2;-3;7;-222;4040;36;
136;4;-3;7;-217;4038;46;
137;4;-3;7;-217;4038;46;
138;3;-3;7;-219;4038;40;
139;3;-3;7;-219;4038;40;
140;4;-3;7;-217;4041;44;
141;3;-3;6;-218;4039;40;
142;3;-3;6;-218;4039;40;
143;4;-3;7;-219;4037;39;
